ID	Tweet	차원에 영향을	강도 클래스
2017-ja-21921	내 인생은 왜 아무도 @LifeOfDesiigner를보기 위해 돈을 지불 이유를 이해할 수 없습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20608	@LakersTakeover 그것은 그렇게 심각하지 않습니다. # HOUvsNE # 허위 #은 자신의 감정을	공포	0 : 두려움은 추측 할 수없는
2017-En-22080	내 지갑을 잃고 라이프 가드 & amp; 초기에 VC @YSJFC으로 사회인을 키울 우려	0 : 두려움은 추측 할 수없는
2017-En-20919	@AOLUK @JamesHayr @TheDrum 내가 당신에게 어제 보낸 커뮤니케이션에 대처합니까? 나는 아직 연락이 없습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20632	@BrandedByCas 나는 대학을 시작했을 때, 나는 그랬다. 그것은 끔찍하지만 아마 더 잘 될 것입니다. 포기하지	공포	0 : 두려움은 추측 할 수없는
2017-JA-20984	새로운 타이어 & amp; 내 자동차 경보 시스템. 지금 fwm!	공포	0 : 두려움은 추측 할 수없는
2017-En-21281	@littlepieces 고객 서비스가 관여하고 궁극적으로 완전히 손을 씻는다. # dreamornightmare	공포	0 : 두려움은 추측 할 수없는
2017-JA-20955	아니, 우리의 교수에 화학 퀴즈를 월요일로 이동시키는 것만으로는 충분하지 않습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-22208	그래, 오웬 갤리 엇은 그것이 힘들다고 하더군요. 그의 동료 아무도 그것을 가지고 있지 않았다 :)	공포	0 : 두려움은 추측 할 수없는
2017-En-22001	떨림 !!! \ n # 미동	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21749	라이브 지원이 실제로 도움이 있으면 @ wowairsupport 세계는 놀라운 것입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20154	나는 패닉이되어 버렸습니다. 그리고 나중에 그렇게 분명히 좋지 않습니다. 어떤 경우에, 나는 그것을	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20983	#BobMarley 실제로 # 그가 얼마나 자신을 되었는가하는 것을 두려워 버린 것일까? : o # 420	공포	0 : 두려움은 추측 할 수없는
2017-JA-20767	나는 베쿠웨루 타트가 싫어 ... 아몬드 에센스 맛은 좀 무서워요! # GBBO	공포	0 : 두려움은 추측 할 수없는
2017-ja-21251	Gahh ... BT 대기열에 들어가 30 분. BT Sport dept 취소하고 다시 대기열로 돌아가십시오.	공포	0 : 두려움은 추측 할 수없는
2017-En-21442	"걱정은 당신이 결코 있지 않을지도 모른다 문제의 선불입니다." 조이스 마이어. #motivation # leadership	공포	0 : 두려움은 추측 할 수없는
2017-JA-20497	남자가 젖은 강아지의 혼합물과 같은 냄새가있는 기차를 타고 오래된 땀과 하수가 있어요 !!!! # 그로스 #horoff # getoffthetrain # smelly	공포	0 : 두려움은 추측 할 수없는
2017-ja-21868	@HillaryClinton는 견딜 수없이 습관적인 거짓말 쟁이에 견딜 수 없습니다. 카드 팬이 아니라 시민이 무엇을합니까?	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21691	@ 1StevieKilner @KachelaMurray 어리석지 않다 - 그녀는 그들을 두려워 싶지는 않다! 😆	공포	0 : 두려움은 추측 할 수없는
2017-JA-20005	@mgcsartwork 군중 tatinof bc 후 나는 울음을 시작 공황에서 최선을 다한 때문에 그를 느낀다. 공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-21703	나는 오른쪽과 왼쪽 Twitter 사이의 분할을 중개하고 새로운 Tweet 잘린 것이 심한 말을 생각합니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21616	금요일은 여기에 오늘과 내일 열려 있습니다. 당신의 할로윈 점프를하고 우리와 논다. #hauntedattraction #tulsa # haunt	공포	0 : 두려움은 추측 할 수없는
2017-En-21078	위대한 사람을 위해가는 것을 포기하는 것을 두려워하지 마십시오. - 존 D. 록펠러 # 따옴표 # 숨통 # 멋진 # 동기	공포	0 : 두려움은 추측 할 수없는
2017-En-21511	#Obama #DOJ은 USA를 파괴했습니다! 이러한 #CharlotteProtest는 #Ferguson로 돌아 가기 # 테러 행위입니다. 공포 정치는 어떻게 대처해야 하는가? 공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21594	@ steph_baker7 오늘 아침 내 알람을 해제하려고했지만, 대신 모든 알람을 선택했습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20285	@ Sami_3499 아! # nomorehammocks # nightmare;)	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21369	나는 샤워에 들어갔다. 바로 내 머리에 거미가 보이기 시작했습니다. # terror	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20803	라디오 나 한테 비틀즈가 그들의 마지막 앨범을 위해 노래를 부르는 것을 결정했다 것 같은 GaGa이 나라에 간다고했습니다. 공포	0 : 두려움은 추측 할 수없는
2017-ja-21373	@ ddcl2519 @ABC 좋 잖아. 다른 사람에게 해를 바라는 것은 안타깝다. 당신의 의견은 당신이 어떻게 인간적이고 인간적인지를 보여줍니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20271	아침 8시 불편한 아이 # 부모님이 # 충격을 보는 동안 화단을 뿌리 거둘 수는 없습니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21596	미국의 공포 이야기와 오늘 식은 땀?	공포	0 : 두려움은 추측 할 수없는
2017-En-20690	우리 학교 사진 솔직히 끔찍하지만, 정말보고 있습니다	공포	0 : 두려움은 추측 할 수없는
2017-En-20169	나는 괜찮아요, 걱정하지 마십시오. 나는 더 나은 아이 였다고 생각한다. 나는 감속하려고합니다. 나는 당신을 실망시켜 죄송합니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-21904	@ Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @ MikeConnelly9 맛시후 평균 22000 ... # shocking	공포	0 : 두려움은 추측 할 수없는
2017-JA-20253 & nbsp;이 Mac 업데이트는 나에게 일종의 불안이 있습니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20231 & nbsp;이 기사를 읽기 위해 시험해 보자. "대화를 전진시키는 동성 & amp; 4 스퀘어 교회의 누구에게서 기독교"# nervous	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20272	#ntfc 무리뉴는 이부라과 러시 포드를 데려 오는 것을 걱정하고있다. # panic	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-22127	@ value4tax @Hopkins_Alison 퀸즈 베리의 일부는 충격적인 수치입니다. 역에서 모리슨에 대한 경로는 쓰레기에서	공포	0 : 두려움은 추측 할 수없는
2017-JA-20951	@AlanAlanconway 동일하지만 그만큼 훌륭한 것은 없습니다. 나에게 달의 공포 영화입니다. 올해 My Fav 공포 영화 (지금까지)	공포	0 : 두려움은 추측 할 수없는
2017-JA-20163	정말 외출 싶지 않아하지만 좋은 될수 없습니다. 데후오에 도망 우려가 있습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20302	무서운 차를 타고 있지 않다. 공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-22022	@ ZachZaidman 충격적인	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20752	밤새 전화를 연결하는 것을 잊지 공포	0 : 두려움은 추측 할 수없는
2017-En-20874	내 사랑 공주가 도착하는 준비가되어 있습니다. 이번주 토요일에 나는 그에게 37 주 둡니다! #excited # nervous	공포	0 : 두려움은 추측 할 수없는
2017-ja-20101	앤드류의 손이 흔들리고 시작 그는 "나는 죽는 것을 바라고 있습니다. 지금처럼"& nbsp; 공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21416	폭력배처럼 일하고있는 경비원이 나를 위협하고 자신의 집과 어떻게할지 가르쳐주는 것은 믿을 수 없다. #terrify # annoy😡	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-20193	나는 #Twitter에서 @katrinalaw를 찾지 못한 경우 공황 발작을 일으켰습니다. 내 Twitter는 변화하고 있습니다. 나는 아직 그녀를 볼 수 있습니다. # NyssaAlghul	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20959	향후 프로젝트 내용은 @ StephenKing의 CUJO의 복사본을 손에 넣으려고하고 있습니다. # amwriting	공포	0 : 두려움은 추측 할 수없는
2017-JA-20241	@BartholomewD 그것은 큰 문제가 아니다! 우리는 Kirribilli 지역의 생선 / 칩 장으로갑니다 # terrible	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20440	@ExpressScripts는 shd b embrrssd합니다. 내 bp 약을 2 회 업하면 3 ~ 5 일 소요됩니까? 전혀 표현하지 않았다. # expressscripts	공포	0 : 두려움은 추측 할 수없는
2017-En-21234	@britishairways 웹 사이트에서 휴가의 항공편을 예약하려고하면 새벽입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20726	@ SueWallace78 땅콩 버터? 당신은 어떤 변태?	공포	0 : 두려움은 추측 할 수없는
2017-En-21516	Yall rlly는 해피 하트 해피 해피 해피 해피 해피 해피된다. 울 알레르기가 없으면 나는 tryna하지 않습니다. 부드러운입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20369	@NRA @HillaryClinton 그녀는 총을 빼앗는 것에 대해 아무 말도 없었지만, 지금은 총기 판매를위한 당신의 어리석은 공포 전술을 알고 있었을 것이다. 공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21311	@AdoreDelano 아프면 ... VIP 티켓으로! 당신을 만나기를 기다릴 수 없습니다. 내가 전에 칭찬 한 연예인 결코 만난 적이 없다!	공포	0 : 두려움은 추측 할 수없는
2017-ja-20196	나는 곰에 익숙해 있던 나는 코요테에 익숙해 있던 나는 늑대의 아이디어가 좋아. 그러나 이것은 어렵습니다. 나는 초원과 소나무 두려워 싶지 않습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-22078	혼자있는 것은 고독하다는 것을보다 우수합니다. 외로운보다 나쁜 것을 알고 계십니까? 하늘이다. 그렇습니다! \ n # 고독 #aloneinthecity # fear	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-21219	내가 카메라를 다시 데리러까지 약 7 주. 나는 10 월에 그룹 묘지의 촬영이 있다고 생각하지만, 나는 할 수있다! # photography	공포	0 : 두려움은 추측 할 수없는
2017-ja-20819	@BlairWitchMovie는 새로운 영화를 사랑합니다. \ n # BlairWitch #blairwitchproject #horror # HorrorMovies	공포	0 : 두려움은 추측 할 수없는
2017-JA-20769	#alarm 프리셋은 없습니다 #life는 #wakemeup합니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21507	머리가 녹아 매우 피곤하지만 잠을 잘 수가 없습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20931	@ Wild_Lucario_ * 당신을 무서워?	공포	0 : 두려움은 추측 할 수없는
2017-JA-20353	내가 참여한 최악의 @EGX뿐만 아니라 내가 지난 5 년 간 최악의 단점 중 하나 만하다 것입니다. # terrible	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21434	커널 패닉 = 발한, 재채기, つか, 재채기, 눈물, 울고. 분명히 내 몸 고추에 문제가 있습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-22239	#contrasts을 찾습니다. # 행동은 # 위장지도 모릅니다. 의류는 # 쉘입니다. #bully는 #baby 안에 있을지도 모릅니다 ..... "- Professor Caroline Taylor	공포	0 : 두려움은 추측 할 수없는
2017-En-21094	@pixietangerine @hatersbackoff 난 그렇게 종료! 나는 그렇게 흔들고 있습니다. 그리고 나는 아주 콜린과 펀드의 자랑입니다! 모두가 놀라고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20133	@ prw190 #zionist = #terror \ n 아이가 # 팔레스타인 가지 #Muslim \ n 시온 주의자임을 # 유대인 아이들의 아이들의 욕망을 훔쳐 @ 두려워	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21800	# 파키스탄은 '테러 국가'이며, # 워크의 범죄를 저지르고 있습니다 : #India to @UN. \ n #UNGA # UN	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20956	@OC_Transpo 몇 주 문제는 없지만, 이번 믿기 어려운입니다 - 보통 12 버스를 달리고 있습니까? # solate	공포	0 : 두려움은 추측 할 수없는
2017-En-21274	@chelsysayshi @ Adweektouché! 좀 더주의를 기울 시작하고이를 테스트합니다. 🕵🏻♀️ # AdweekChat	공포	0 : 두려움은 추측 할 수없는
2017-JA-22171	나는 너무 불안을 안고 있습니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21141	그것은	공포	0 : 두려움은 추측 할 수없는
2017-ja-21848	@PridefulSamurai 무서운	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20236	#beyond naming & amp; 세민구; 광대 한 공간이 마련되어 있습니다. #terror state ... v * wait til 기타 # 이것을 ... & amp; 당신은 자신 스스로 요리를하지 마십시오.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21020	#Bozzelli과 #BenEvans에서 시작됩니다. 좋은 #start 위해 희망!	공포	0 : 두려움은 추측 할 수없는
2017-En-21190	그것을 볼 수는 계속된다. 이것은 매우 이상한 영화입니다. # scary	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21750	여왕처럼 생각한다. 여왕은 실패를 두려워하지 않는다. 실패는 좋은 것들에 대한 또 다른 걸림돌입니다. 오프라 윈프리	공포	0 : 두려움은 추측 할 수없는
2017-En-20370	나는 @windows 10을 사용한다 때마다 벽을 주먹으로하고 싶다고 생각합니다. 즉, 최악의 제품은 지금까지 # windows10 # killme	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21759	@nytimes 나는 공포의 행위에 대통령 트럼프의 첫 번째 응답을 상상하려고합니다. 그 생각 자체가 날 무서워.	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20355	# 미국은 인종, 상처, 분노, 연습에 대한 슬픔과 좌절 속에서 감사를두고 있습니다. 나는 희망을두고 있습니다. 나는 지구에 대한 해결책입니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20537	내 동료는 그 "옷장 변신"쇼 하나에 내가 제출하는 것 인 것을 무서워하고 있습니다. # fashion	공포	0 : 두려움은 추측 할 수없는
2017-ja-20176	내 불안은 도움 놀아 !!!!!	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20599	# 당신이 지금까지 기대했던 것은 #fear의 반대편에서 당신을 기다리고 있습니다. #IfIWasTheOppositeSex # AskAMan	공포	0 : 두려움은 추측 할 수없는
2017-ja-20103	#Osama Bin #Laden에 안전한 가정을 준 나라는 포함되어 있지 않으면 위험합니다. # 파키스탄은 날씨가 좋기 때문에, @ BanKimoon_amdg 선언하십시오.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21539	@ syd_viciously 나는 지난 몇 년 동안 @ RandPaul 대한 존경을 받고 왔습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20462	@realDonaldTrump 그녀는 Benghazi을 YouTube 동영상으로 비난했다. 그녀는 #ColinPowell 이메일을 비난했다. 지금 그녀는 당신에게 테러를 비난했다. # weakHillary	공포	0 : 두려움은 추측 할 수없는
2017-En-21045	솔직히, 조지는 그것을 만하다. 그는 약합니다. # 90dayfiance	공포	0 : 두려움은 추측 할 수없는
2017-ja-21884	메리 베리와 그녀의 공포 통치	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21074	@ RED ​​BLACKS 'Chris Williams : 1000 야드 클럽에 입단 해 5 야드. 보먼 (1,279 명), 워커 (1,168 명) Roosevelt (1,095)는 이미 거기에있다. # CFL	공포	0 : 두려움은 추측 할 수없는
2017-JA-20501	자신보다 당신이 얘기하는 사람과 당신이 사회적 불안을 줄일 수있는 인상에 주로 초점을 맞추고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20556	질병의 버그!	공포	0 : 두려움은 추측 할 수없는
2017-JA-20717	@metrotrains 왜 pontefract monkhill에 액세스?	공포	0 : 두려움은 추측 할 수없는
2017-En-22093	@simonschuster @StephenKing @BuzzFeed 그리고 세인트 버나드의 공포를 잊지 마세요. # Cujo	공포	0 : 두려움은 추측 할 수없는
2017-JA-21372	@ ddcl2519 @ABC 좋 잖아. 다른 사람에게 해를 바라는 것은 안타깝다. 당신의 의견은 당신이 어떻게 인간적이고 인간적인지를 보여줍니다. # bully	공포	0 : 두려움은 추측 할 수없는
2017-JA-20265	@ Megannn_walsh12 @itsshelleeey 결코 그것을 말한 적이 없습니다 .Yous 누군가를 위협은 전혀 문제 없다고 생각합니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-22203	천사는 여기에서 저를 긴장 시켰습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21851	@ryleycathryn @Mack_Shepp는 꿀벌이 죽어있는 놀라운 속도와 그들이 우리의 삶에 얼마나 중요한지를 발견 했습니까?	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20597	Zika #Hoax Files : DEET는 당신의 뇌를 대상으로 바이너리 화학 무기의 일부입니다 : # 독소 # 신경학 #USCitizens # Insect # 포유 동물	공포	0 : 공포 추측 할 수없는
2017-En-20270	@JaySekulow 우리는 무엇을 할 수 있습니까 2 @realDonaldTrump 2가 자신의 세금을 공개? 그것은 즉각적인 위험합니다. 하지만 난 대답하지 않습니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21312	무엇을 입을 것인가 금요일 \ n100年代の前に話す. # nervous	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-20898	훙즈는 커피의 진미 상자 같습니다. # horrible	공포	0 : 두려움은 추측 할 수없는
2017-En-22151	모든 성별의 berniebrocialists : 내가 흔들리는 상태에서 살고 있다면 나는 주저 투표를하지 않을 것이다 클린턴 & amp; 그녀를	지원하지 않고 그렇게 할 것입니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20316	@ RogueCoder250 우리는 매우 힘든 시간을 보내고 있습니다! 나는 Rev이 프로젝트의 재미있는면을 본다고는 생각하지 않습니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-20138	내 보 이후렌도 한번 한번 내 불안의 해결책을 강제로 중지되었습니다 (나를 지탱하고 내 손을 그런 것들에 난입) 그리고	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21995	#WTF @NYSCHereToHelp @NYSC는 #gym #atmosphere 허용합니다! #jumpship #nasty #atmosphere # unprofessional	공포	0 : 두려움은 추측 할 수없는
2017-En-22040	새로 약혼 한 Stevie Wonder는 썩은 Wii로 만든 가죽 재킷을 사용하여 목에서 아픈 악취를 숨기려하고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21699	나는 매우 지루하고 뚱뚱하고 터무니 과체중에 오르게 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-20027	@tchop__StL @YouTube \ n 나는이 동영상과 & amp; 헬기 승무원이 같은 코멘트를하는 것은 반란입니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-ja-20069	나는 무서운 생각이 든다. 오늘 회계 처리를하고 있습니다 만, 신체적, 정신적으로 괜찮하지 않습니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20963	아, 나는 #TexasTech가 오늘 # 텍사스가 아닌 #TNF # texansarebad	공포	0 : 두려움은 추측 할 수없는
2017-ja-21301	나는 # 경로를 지우려면 #주의하십시오. \ n하지만 내 목소리는 2 자동입니다. # 쥐 \ n 그냥 실내 # 문을 여는 것을보고 있습니다. # 작업 # 와트를 누릅니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-21757	내 휠체어에 묶인 아빠를 위해 화장실 세탁을하지 않는다고 천명하기 위해 @ haven가 부모님을 지금 부르고 있다고는 믿을 수 없습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20659	오늘 다른 테스트가 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21620	드라이브 홈으로 오늘은 Strumbellas 의해 영혼이 중단 된 버전을 들었다. '총'은 '꿈'으로 대체했습니다. 단지 NO. #awful # censorship	공포	0 : 두려움은 추측 할 수없는
2017-JA-20342	Onus는 #Pak를 타고 # 월경 공포에 대한 모든 유형의 지원을받는 #terror 그룹의 행동 : # MEA	공포	1 : 낮은 양의 공포 추측 수
2017-JA-21683	@MatherFamilys @SDICenter @CAllstadt \ n \ n REDNECKS는 지적으로 당신을 협박하고 당신의 춤 동료가되도록 강제 하시겠습니까?	공포	0 : 두려움은 추측 할 수없는
2017-JA-22123	@curlygirlmimi 당신이 작은 가리 때문입니다. 나는 이것이 어떻게 작동 모르겠어요 .. 나는 무서워했다. 그녀는 것이다. 빅	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20596	당신은 @LisaVanderpump를 비판하기 때문에, 당신은 결혼하는 동안 사건을 일으키고 싶지 않아! # awful	공포	0 : 두려움은 추측 할 수없는
2017-ja-20089	@ MrCassonC @ 15_jordyn 이웃에 뭔가가 있었습니까? # 야간 #creepy # EnoughIs	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-22008	#PeopleLikeMe 그들은 행복한 모습을보고 있기 때문에 때로는 내가 느끼는 절망감은 없습니다. #depression #anxiety # anxietyprobz	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20439	@vibaby @imEB y'all는 섬에 균열 머리를 가지고 있나요? 왜 내가 너무 재미 충격적인지 모릅니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20793	공포는 축복을 차단 믿음은 축복을 차단합니다. #ManUp #fear # faith	공포	0 : 두려움은 추측 할 수없는
2017-JA-20753 & nbsp;이 놀라운 호주의 저자 @KristyBerridge #fiction # horror # zombies #angels #demons #vampires #werewolves #follow # authorlove	공포	0 : 두려움은 추측 할 수없는
2017-En-20575	오늘은 500 번째 테스트 경기를 결석하고 인도의 경기처럼 목격 할 수 없습니다. #shy # indvsnz # 500thTest @ BCCI	공포	0 : 두려움은 추측 할 수없는
2017-ja-21870	@BBTooms 이것은 폴이 그녀에 대해 말했다 수 옳았다 이유의 완벽한 예입니다. 가장 무식한 라이벌 중 하나가 보았다. # bully # c $ % t	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21486	공황 발작은 최악입니다. 정말 기분이 나쁘고, 아직 흔들리고 있습니다. 잠을 잘해야합니다. #anxiety # depression	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-21673	셀틱은 당신의 척추를 야생 떨고에 보내는 방법을 잘 알고 있습니다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-22228	@EvaNoblezada @alistairbrammer @JonJonBriones과 @MissSaigonUK 오늘의 캐스트에서 완전 폭격했습니다. # fathomevents # speechless # awe	공포	0 : 두려움은 추측 할 수없는
2017-En-22180	잔디는 손을 만질 수 없나요? 다시 무서운되는, 디뻬이 오늘 괜찮은 (ish) 보였다	공포	0 : 두려움은 추측 할 수없는
2017-JA-20367	@BaileyDemented @ hsmitty3 당신이 그녀를 싫어하는 사람 죽이면	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20524	@Delta는 Fargo에 전용 된 후 활주로에 봉착했다. 지난 4 시간 동안 지속적으로 10 분을 전했습니다. 음식 / 물은 제공되지 않았습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20398	#IPCA @IHFOKids의 문제에 초점을 맞추고 있지만, # intimidation @ BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD # StopCruelty	공포	0 : 두려움은 추측 할 수없는
2017-En-21066	다른 사람의 행동이 내면의 평화를 파괴하지 않도록하십시오. - 달라이 라마 @ OWNTV # 힐링 # 디펜 프로그램 # 인텐션 # 연출 # book	공포	0 : 두려움은 추측 할 수없는
2017-En-21110	@FraserKeegan 그냥 스테이크 파이 저녁 식사를 받았습니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20879	나는 당신의 어머니를 죽였습니다 # SpookyTv	공포	0 : 두려움은 추측 할 수없는
2017-En-22062	실제로 AHS를보고있었습니다 만, 내 눈의 절반을 덮고있었습니다 #scared #Roanoke # AHSRoanoke	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21295	어떤 절망의 ​​시간 # SDR3 #despair # fuckthisanime	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-22167	그냥 여기에 잘 잘 수없는 4 여러 가지 이유로	공포	0 : 두려움은 추측 할 수없는
2017-JA-20249	#youngleader이 #massiah을보세요. \ n #terrorism 파키스탄 # massiah	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21963	테스코. 왜 내 비자 전자가 라인에서 허용하지 않습니까? 나는 55, NOT 15입니까? # shocking	공포	0 : 두려움은 추측 할 수없는
2017-En-20692	@ GucciShade @KellyannePolls @ABC 그래서? 보냐? 누가 세무 서류도 궁금합니다. 나는 테러와 고용이 중요하다고 생각합니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21402	오늘 다시 화재 경보 처리 할 필요는 없다고 생각했습니다. 그리고 화재 훈련 중에 메사에 들어갔다했습니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21882	@Roger_Dagenham군요. 오전과 오후 모두 짧은 창문이 있고, 그렇지 않으면 자정까지 무서운입니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-22075	불안의 교정은 그리스도와의 친밀한 관계입니다. - 요한 복음 1 : 4 : 18 # anxiety	공포	0 : 두려움은 추측 할 수없는
2017-En-20282	Lysol 스프레이 포지션에 걸린 가능성이 있고, 우리는 모든 Febreeze 공장 같은 냄새가 휴지통에서 천천히 질식하고 있습니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21583	나는 공포의 머리를 잊지 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20230	@MrMalky @ kwr66 무슨! 오프!	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21350	@ 시미안 웃음. DK는 실제로 테이블 위에서 떨어졌습니다 만, 놀랍게도 Arms Warrior은 현재 DPS 최고입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20914	Confiaejce 항상 옳은가 아닌 잘못된 것을 두려워에서 비롯됩니다. -Peter T. Mcintyre	공포	0 : 두려움은 추측 할 수없는
2017-JA-21786	@HMiglino @ CParks777 @Coco_Wms @ bodyfit67 @TruthEqualsFact @politicususa 나는 결코 내 인생에서 선거를 걱정 없습니다! 공포	3 : 대량의 공포가 추측 할 수있다
2017-En-20533	나는 매우 shy 1 년이었습니다. 이 남자는 나에게 영어를 말하는지 듣고 자신을 소개했습니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-21617	무엇을 입을 것인가 금요일 \ n100年代の前に話す.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20333	@ markhberman2003 @LanceZierlein @ 790 패배의 코치 팀 모두를 축복하고 점프 스트리트에서 무서워있다. # intimidated	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-ja-21994	@AnthonyEinzig 죄송합니다. 이것은 비참 무서운 것입니다. 만약 거기에 일어날 수 있으면 어디서나 일어날 수있다. 안전하게 사용하십시오 🙏🏻 # terror	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21390	@outmagazine jesus 당신은 심하 네요.	공포	0 : 두려움은 추측 할 수없는
2017-En-21537	푸틴 대통령은 살해 원조 노동자. 이윽고 그는 트럼프와 같은 테이블에 앉아 있을지도 모른다! #Armageddon #USApleasedont # horror	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20487	가짜 경보, 그녀는 오늘 나와 있지 않습니다 😞	공포	0 : 두려움은 추측 할 수없는
2017-En-20834	다른 사람의 행동이 내면의 평화를 파괴하지 않도록하십시오. - 달라이 라마 @ OWNTV # 힐링 # 억압 # 불안 # 생중계 # 예약 # book	공포	0 : 두려움은 추측 할 수없는
