ID	Tweet	치수에 영향을 미침	강도 클래스
2017-ko-21873	취한 와인은 나 자신의 최악의 버전입니다. basshunter를 보면서 기억조차하지 않습니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21907	#life가 길어질수록 #awful 느낌이 더 좋아집니다. # 우물쭈물하고 부드럽게 느껴집니다. #modestmouse @modestmouseband	두려움	0 : 두려움을 유추 할 수 없음
2017-KO-20118	내 꿈에서 .... 그들은 내 신장을 훔치려 고했다! #blackmarket #whydidiwatch	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-Ko-21551	# 모든 일을 뿌리 째 흘리지 마라.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-21570	#fear & amp; 그건 당신 머리에 # JesusChristEmpowersRightThinking-ASK #fitness # weightlifting	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20310	아직 양보하지 않았지만 뒤에서 악몽을 꾼다. #MUFC	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-ko-20075	내 룸메이트가 자기 이야기를하고 웃는다. 그것은 내게 똥을 두려워하지 않는다. 🙅🏽😳	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-ko-22154	모두가 테러주의를 막을 까봐 걱정합니다. 음, 정말 쉬운 방법이 있습니다. 참여를 중지하십시오. - 노엄 촘스키	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-Ko-21226	@ChrissyCostanza 및 사회적 불안이 있습니다. 나에게 많은 어색한 것들이있다. 😄	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-Ko-21853	@ethethieck 당신은 'bubledygook'에 대한 TED 토크를해야합니다! 대중들이 TED 협상을 비판하는 사람들을 불신하도록 설득 할 수있을 것이라고 확신합니다!	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21641	@MobilePunch 경보기	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20373	사가 : 모든 장치와 전화가 #gbbo를 굽는 시간에 막 실패 할 때	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-Ko-21159	@fatgirlhealthy @ MBSCBILL .... 그래서 정치적 의제에 폭력과 협박을 사용하지 마십시오.; 일명 테러?	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-Ko-21721	백악관의 @jk_rowling @ Riverfeather207 도널드 트럼프	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21739	@ 페이스트 힐 차관보는 잘 기억하고 있습니다. # 기쁜 # 긍정적 인	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21918	나는 항상 수요일을 두려워하며 항상 행복하게 만들어 결국	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20319	그러나 대리인은 불법적이었고, 여동생은 여전히 ​​나를 사랑합니다 & amp; 난 아직 살아있어. 그래서 나는 그렇게 나쁘지 않았다고 생각합니다. #socialanxiety #anxiety	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-Ko-20886	선생님, 제 관심은 하나님이 우리 편이시기를 묻는 것이 아닙니다. 내 가장 큰 관심사는 하나님 편이라는 것입니다. 왜냐하면 하나님은 항상 옳습니다. ' - 에이브 러햄 링컨	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21345	내 요리 스타일에 대한 화재 경보기가 보이지 않습니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20887	Hahahah는 바이어로부터 얼마나 무서운 처벌을 받는가? 5 피트 너비. 예수님	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20732	우리는 #steamworks 네트워킹에 기반한 # unity3d를 위해 전체 네트워크 관리자를 코딩하는 일에 매우 바쁩니다. #gamedev #indiedev # 3amDeadTime #horror #game	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20049	백인 미국인들은 아랍 테러리스트에 대해 걱정하고 있습니다. 흑인 미국인들은 매일 경찰 유니폼을 입고있는 테러리스트를 두려워합니다.	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-ko-22013	@yellowsuburbia 정말 ?? 너무 오래 지나면 충격적입니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20212	@Montel_Williams이 금지 조항이 통과되면 많은 사람들, 장애인 용 베테랑, #chronicpain, #iamkratom	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-ko-20073	@BBCPolitics @BBCNews 나는 아이를 @BorisJohnson #shudder	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-Ko-21377	대부분의 고객은 가족 / 파트너 / 일자리 / 생활을하고 아름다운 서적을 저술합니다. #gratitude #HARDwork	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-22000	떨림 !!! \ n	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-ko-20142	Lysol은 스프레이 위치에 머물러있을 수 있습니다. 우리는 모두 Febreeze 공장 냄새가 나는 쓰레기통에서 천천히 질식합니다. #panic	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-Ko-21770	@TweetinderKaul @rupasubramanya @ chandanwriter @TheQuint @ ShivAroor는 TRP가 돼지를 두려워하는 곳에서 혼란에 빠지며 #HomilyHour	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20876	초과 근무 ... #TeamNA # WCH2016	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21457	너 걱정 / 걱정하니? \ n1 베드로 5 : 7 \ n 그가 너를 걱정하기 때문에 그에게 너의 모든 걱정을 버리라. #faith # 선거권 #mindfulness #success	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20492	두려운 피트	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20090	피의 지옥 팸, 진정해. 하지만 무언가를 맹세 할 수는 있었습니까? 털이 방금 카펫을 가로 질렀다. #perilsoflivingalone	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-Ko-21929	나는 누군가가 @CapitalOne을 사용하지 못하도록 내 인생의 사명을 다할 것입니다. 그들은 당신을 장님이 될 것입니다	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20330	우리는 모두 DT (Discipleship training or detox)에 들어 있습니다. #messy #fearful #cutoff # 자유 선택 # CryOut16	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-Ko-21946	안녕하세요? Gmail은 왜 내가 보낸 15 개의 이메일 만 볼 수 있습니까? 수천은 어디 갔어?	두려움	0 : 두려움을 유추 할 수 없음
2017-En-20650	@aidankerrpol 당신이해야한다고 생각합니다. 패션 경찰이 관여하게하십시오. #shocking	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20607	내가 부자 였으면 좋겠어. 오늘 아침에 일어날 필요가 없었어. # 불쌍한 # 슬피. # 쉬지 않고 # 슬픈 # 잊어 버렸어.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21193	1.5 시간 늦게 오늘 일하게되었습니다. 내가 듣는 첫 번째 일 : '부인, 그의 사장님이 당신 사무실에서 기다리고 계십니다.' #panic #hateBeingLate 😩😪	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-ko-22146	@ S_Moore24 와우 멋진 소리	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21780	@CornflakeDaddy @youngvulgarian 그래, 그것은 끔찍한 sooo이었다, 나는 앉을 필요가 있었다	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-Ko-21778	나리가 죽었을 때 엄마 기억 나니? 아기처럼 울었다. #bully	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20651	@OC_Transpo 몇 주간 아무런 문제가 없지만 이번 주에는 믿을 수 없을 정도입니다. 정규 12 버스도 운행합니까? #awful #solate	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20866	리더십의 가장 중요한 특징은 #fear의 부족입니다. #activism #equity #revolution	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21189	@SAHARTHERAPPER 나는 망설이지 않고 & unfollowed & lt; 3	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-21564	@ Red9Nick @Audi_Nutz @ NickBuck08 @ Thompson2Neil @ Insaniti_LFC @ knoller2 @KemlynRoadStand @godisared 그들의 위대한 사람들을 부끄럽게 생각하지 마라.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21296	약간의 절망의 시간 # SDR3 # fuckthisanime	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-ko-21815	#travelfail # 처녀 자리 #virginaus 및 #etihad # nightmare ... 그리고 이제는 또한 지연됩니다. #obvs 🙄😠	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21097	튀김을 흔들어	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20823	나는 Mel와 Sue가 정말로 싫다. 그들은 그들이 재미 있다고 생각하고 그들은 단지 끔찍한	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20569	@_jamiebraidwood 하하, 끔찍한 말만하면된다. 다행히 나는 토요일에 스페인에 떨어져있어 게임을 놓치고있다.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-21303	@kevinrouth 이제 그것이 내가 게임 페이스라고 부르는 것입니다! #gameface	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-22090	생일 축하 해요. @StephenKing #writer #author	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20259	@RJAH_NHS @ ChrisHudson76 @mbrandreth # 코스 데이 # 잠재력 리더십 #excited #nervous # 자랑 스럽다	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-ko-21599	충격적이었던 @ JamieSmart93!	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20924	#Trends thread; 'P) .. 내 # 초안에 & # 지금 내 # 생일 2 분 후에 게시되었습니다. #close :'O! : ''/ ... 어쨌든 # 실제로 시작했습니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20850	@UndeadLayne @Lauren_Southern 모든 괴롭힘	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20530	@ jk_rowling은 분노한 oompa loompa가 내 Boggart가 될 것이라고는 생각하지 못했지만, 당신은 그것을 가지고 있습니다. #boggart #PresidentTrump	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21231	@lukeshawtime 끔찍한	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20713	100 달러는 Teufel이 내년 전에 조직 내에서 '재배치'되었다고하지만, 나는 그것이 더 일찍 이루어 졌으면 좋겠다 ... #Mets # thirdbasecoach #terrible #lgm	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20727	# 테스트 # 2 # 테스트 # 잊어 버리지 마세요 # 탄소 # 일산화 # 검출기 # 배터리. # 생명력을 절약 할 수 있습니다. 🐈🐩 #Lovinleeds	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-21899	@ wrexham 나는 holidog에 가입했고, 흔들며 꼬리 치며, 단골 손님을 한 명 있습니다. 🙈🙈 하하 @ EmilyHD26 @ellshd	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21887	@HillaryClinton 미국인을위한 HRC! 이제 세계가 그들의 나라를 구하기 위해 공포를 제거하는 것을 보았을 때, 당신은 DEMS를 꺼낼 것입니다.	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-KO-21008	원래의 에어 버드가이 끔찍한 속편과 스핀 오프의 연속을 정당화하기 위해 얼마나 많은 돈을 벌었는지 궁금합니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20671	나는 #shock과 #awe에 있고 나의 #toddler가 저녁 식사를하기 위해 관리하는 장소에있다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21867	@Mista_Nightmare 왜 비디오가 매주 공포 #takeabreak 대신에 가족과 함께 시간을 보내고 있는지 이해하지 못합니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20313	픽션 외에도, 이번 ​​학기에 저의 연구 논문에 대한 행운을 기원합니다. 15-20 쪽, 오, 소년. #daunting	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-Ko-21980	@OpheliaMCFLY_GD 예! 일단 내가 사람들과 끝내면 나는 정말로 끝이야 .... 나에게 거짓말하는 것은 누군가가 할 수있는 더 나쁜 일이다. 나는 악몽이다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21915	@ monsoonuk 어제 밤 10시 전에 주문했는데 다음날 지불했습니다. 순서를 채우는 것을 성가 시게하지 않았다. 지금 14 일 환불을위한 일!	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20455	@Morning_Joe @JoeNBC @mikebarnicle 트럼프는 난민 상황이 '단지 삶의 질에 관한 테러가 아니라'라고 말했습니다. 필기 해.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21124	@ Marissa_Frost @ NevAmore_MFC 경외심 나는 당신을 사랑한다! 언젠가는 저와 함께 모험에 나서십시오!	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21966	나는 새로운 미국 공포 이야기에 너무 혼란 스럽다.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20086	@gdimelow @TheDailyShow @ NivenJ1 @jordanklepper이 인터뷰는 나에게 쓰레기를 두려워합니다. 나는 너무 많은 바보 같은, 벙어리 미국인을 결코 상상하지 않았다.	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-Ko-21265	당신이 따로 따로 분류하지 않고 함께 밴드에 올 필요가있는 미국 그는 증오와 연료를 조장합니다.	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-ko-22182	@ jamieyates 그게 우리가 노력하는거야, 제이미! 도중에 궁금한 점이 있으시면 주저하지 말고 문의하십시오. 🙂	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21989	@ breadf2man @SunApology와 내일 켈빈 매켄지입니다. #shudder DontBuyTheSun	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-22156	@ Simon_Barrett 일주일에 멕시코에서 열릴 때 @BlairWitchMovie를 보겠습니다. 그것을 만들어 주셔서 감사 드리며 낙심하지 마십시오.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20728	용기 비겁한 개는 아이들을위한 미국의 공포 이야기와 같습니다	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20198	혼자가된다는 것은 외롭지 않는 것보다 낫습니다. 외롭지 않은 것보다 더 나쁜 것을 아십니까? 비어 있음; 맞아요! \ n # 외로움 # 평등과	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-Ko-20843	누군가가 당신에게 '당신을 찢어 버릴 것'이라고 말하면 그들이 왜 그렇게 키가 크지?라고 말하면됩니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20137	#UNGA에서 회신 할 수있는 인도의 권리 - # 파키스탄의 인권 설교는 테러주의의 세계적인 중심 인	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-ko-21508	미네르바가 망토를 씹을 때마다 수집합니다. 흔들 리기 시작, 그의 머리카락을 통해 손을 실행합니다. \ n \ n '확실히 할 수 있습니다. \ n @ ardentflier	두려움	0 : 두려움을 유추 할 수 없음
2017-KO-21001	네가 원했던 모든 것은 두려움의 반대편에있다. -George Addair #ThursdayThoughts # 귀하의 유인물 #life # quote	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20450	@windows 10을 사용할 때마다 벽을 펀치하고 싶습니다. 문자 그대로 최악의 제품은 # windows10 #awful #killme을 만들었습니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21366	@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@입니다. 그게 강도 야. #cable #horrible # service	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20760	@MS_Hiddle_Batch 덴마크의 풍미가 더 낫지는 않지만 덴마크의 생과자가 만드는 것이 힘들 수 있습니다!	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20250	@AmyMek 이것은 매우 어리 석다. 나는 (지금 내가 우리 나라의 미래를 위해 울고 싶지 않았다면) 지금 웃을 수 있었다. #wakeupcall	두려움	1 : 낮은 양의 공포가 유추 될 수 있음
2017-KO-20111	배경. # 스트레스의 시간에 약간의 고통을 겪었습니다. 항상 조금 #shy. 약 8 년 전 (30 세) 나는 불필요하게되었다. 그때부터	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-ko-21651	#EFT는 40 년 동안 치료사로 일해 온 가장 효과적인 도구 중 하나입니다. Dr. Curtis A. Steele (정신과 의사) #stress	두려움	0 : 두려움을 유추 할 수 없음
2017-KO-21215	무서워 할 때 #bgoodthepoet #PrayForMe #ThisIsAGodDream # Career #help #fear #heart #HeartRacing	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-ko-22109	@EricNobody @ArmouredSkeptic @YouTube이 똥은 냉혹 한 전쟁을 일으킬 것입니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21065	@Burnt_Out_Darth @theaterofscifi 감사합니다.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20505	@FJHobson @ Beaker126 @Biastai 우익 테러를 막기 위해 우리가 어떻게 제안하겠습니까?	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20618	오바마 행정부는 텍사스가 탈북 난민 정착 프로그램을 중단 할 수 있도록 텍사스가 난민에 대한 검사를하도록 텍사스 계획을 거부합니다. 원조.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-20627	@ Taniel @LOLGOP 그들은 갈색 사람들 만 확인하면 멋져요. 망할 놈, 갈색 사람들 만 말할 수있는 법을 만들어 봅시다.	두려움	0 : 두려움을 유추 할 수 없음
2017-Ko-21248	@CesarSampao @thisisbolton은 내가 시내 중심에서 시작하게하지 않습니다. 매주 갈 것입니다 .... 18 개월 동안 지내지 않았습니다. #horrible	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20410	@Theresa_Talbot @fleurrbie 하하 ... 무서운 말장난에 대해 유감을 ... 나는 더 나가야 해 .... 나는 최근에 끝났어 ...	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-22143	너무 긴장 되네.	두려움	3 : 많은 양의 공포가 유추 될 수있다.
2017-Ko-21481	내 의사는 아빠 포스트에서 피를 뽑아 내고 피를 빨아 먹는 것을 좋아했습니다. 걱정거리는 좋지만 귀중한 바늘입니다. O	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-ko-21819	나는 Seaside #Oregon이 사용하는 WiFi / ISP Rivertide Suites를 모른다. 그러나 내가 얻을 수있는 최선의 핑은 53ms이며 D / L 테스트는 완료되지 않습니다 .. #terrible	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20748	@ 고담 3 ~ 크 람즈는 아이들을위한 것입니다! Trix처럼. \ rHowBout 어떤 완전 한 날려 사랑? 예 * = *	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-20436	@MasterTomTheDom 나는 겨울이 싫다. 나는 그것이 도착하는 것을 두려워한다.	두려움	0 : 두려움을 유추 할 수 없음
2017-ko-22162	손가락이 엇갈 렸습니다. 이번 금요일에 LIB에서 @Raury를 잡을 시간에 일찍 모든 일을 끝낼 수 있습니다. #timetogrind	두려움	2 : 적당한 양의 공포가 유추 될 수있다.
2017-Ko-21489	@Doubtism 나는 역사나 다른 사람들에 관한 것이 아니고, 나는 너에 관한 것이다. 나는 아무도 괴롭혔다. 나는 3 개의 게시물을 만들고	공격한다. 두려움	0 : 두려움을 유추 할 수 없음
