ID	Tweet	치수에 영향을 미침	강도 클래스
2017-ko-40167	나는 솔직히 그들이 Nicole에게 500k를 보상했다고 화가났다. #depressing #paulwasrobbed #rewardhardwork #bitterjury # bb18	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40818	내가 약간의 추가 돈을 가지고 있다면 나는 월급을 날려 버리고 LA에있는 @ KygoMusic의 콘서트 두 곳 중 하나에 갈 것입니다. #serious	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-41372	나는 심지어 나의 승리를 축하하거나 나의 L '의 원인을 애도 할 수 없다. 첫 번째 테스트 주간은 바쁘다.	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40354	@chelseafc은 #blues	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40715	음 ~ 커피와 음침한 날에 좋은 # 책! 누가 이길 수 있니?	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-41125	@andrewmcmeme nah, 나는 정말로 통찰력있는 선생님들에게 질문을 던져서 자기 자신의 기자 회견을 쓸 수 있었다. 그는 슬프게도 결코	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-21333	Romero는 내 11 개월 된 아기보다 더 끔찍한 것처럼 두려운거야.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-41037	"내 친구는 지금 날아가는거야? 너와 내가 싫어하는 세상? 바람이 불어날지라도 당신이 기다리고있는 모든 것은 어두 컴컴한 내일 "	 슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-41177	@tysonwaters 및 @WatersWife '그것을 끝내라.' 왜 미국에는 #panicattacks # anxiety # depression과 많은 약물이 있습니다!	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41348	🍂🎵☀ \ n # 가을은 멋지게 들립니다. \ n 드림 #blues는 @RaphaelSlagg에 의해 #rock됩니다. \ n 영웅 @BlindFret에 의해 최고의 앨범 'One Love'를 얻으십시오. : D	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40252	Im 종류의 혼란. 내가 지금하는 한 가지 일은 큰 미래를 가져다 주지만, 다른 한편으로는 새로운 일도 마찬가지입니다. #lost #needhelp	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40337	어떻게 그런 비뚤림을 일으키고, 망상에 빠졌으며, 망상에 잠길 수 있었습니까? #dark hearted dud losing & amp; prob 또한 PPC가 범죄를 저지시키지 않을 것입니다. #nwo imo	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40608	어떻게 든이 파스타의 소시지 중 90 %가 바닥에 가라 앉혀서 작은 파스타로 소세지를 먹었습니다	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40387	@ Nataliem55 슬프게도, 전쟁은 종종 미국 경제 성장을 시작하는 요인이되었습니다.	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41303	모든 #sober 드라이버 덕분에. 밤의 진정한 승자! #ClemvsGT	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-41278	흥미로운 주제 오늘 저녁 ... 슬픔 & amp; 낮은 기분. #MHChat	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41143	@MHChat 우리가 다른 사람들에게 우리의 감정을 표현하는 방법을 이해하지 못한다면 슬픔 / 외로움과 amp; 장기 근심에 부정적인 영향 #MHChat	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40827	A3 : 그러나 만성적 인 슬픔은 특정 문제 (2/2)에 대해 때때로 슬퍼하는 것보다 근본적인 문제가 있음을 의미합니다. # mhchat	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-41461	. @ WotzupCapeTown - 공유해 주셔서 감사합니다! 깜짝 손님! @HumanJurgen & amp; 미국 Tenor Sax @ CunninghamColin을 방문하십시오. #livemusic #capetown #blues	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40978	@LdhranOusby @ RoBHarris는 '다큐멘터리'가 그를 더 좋게 만들었다 고 생각했다. 그렇지 않으면 나는 사람들의 비판적 능력을 절망시킨다.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-40431	너는 술에 취한 채로 나를 사랑하는 법을 모른다. #sober #selenagomez #revival	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40270	한 걸음 앞으로, 두 걸음 뒤로, RogerFedererShop에 대한 링크가 작동하지 않습니다. R 나는 Roger Federer에 대한 희망을 잃고 있습니다. 새로운 웹 사이트 #sadness	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-41243	재미있는 음식 : 춤을 추면서 누군가 잠들 수 있습니다. #blues #latenight	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40725	#RiceFODays 지금 재무 관리 분야의 Alex Butler 교실입니다. 관련 수업 토론부터 시작합니다 : 영화 및 가라 앉은 비용	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40212	나는 멈출 수 없다. 나는 끝냈다 - 낙심했다. 운 좋게 아무도 화장실에 없다. 그래서 나는 마구간에 가서 바지가 마를 때까지 기다린다.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40570	@MendipHillsAONB 우리는 제비와 소용돌이가 사라 졌다고 생각합니까? Photo'd 3 개의 밤 전에, 보지 않았다. #Autumn	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-41328	@ nickb88 @ 버스터 _ESPN 소나무 라이더	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40771	제발 참아주세요, 저는 트위터에 능숙하지 않습니다. 저는 페이스 북의 사람입니다. 팔로어를 얻도록 도와주세요 🤓 #blog #selfhelp	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40748	@VaunWilmott @ PrisonBreak @PWWritersRoom 싱크를 잠그세요.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-En-41323	솔직히 내가 왜 그렇게 불행한 지 모르겠다. 나는 그저 모든 것을 멈추고 싶다. (슬픔 #	슬픔	3 : 많은 슬픔을 유추 할 수있다.
2017-Ko-41439	아니. 가난한 푸른 종! 다시는. #sad	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41070	@Orioles는 논쟁 중이며 @RedSox 국가를 호스팅하고 Camden은 비어 있습니다. \ sad	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-41526	나는이 세상을 위해서 만들어지지 않았다. #empath #unhappy	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40345	Im 종류의 혼란. 내가 지금하는 한 가지 일은 큰 미래를 가져다 주지만, 다른 한편으로는 새로운 일도 마찬가지입니다. #needhelp	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40361	건강 보험에 TMS는 적용되지 않지만 ECT # 정신 건강 # 심리학 #TMS #ECT	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41391	@Micky_A_Lawson 패디 맥 네어 (Paddy McNair)는 합류하여 최고 득점자입니다 ...... 예. 하하에 가라 앉은 저메인.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40528	@ VosachResrus ^ 당신을 운반 할 수 있습니다 # 싱크대	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-40026	슬픈 저녁 - 하비의 새장과 소지품을 모두 청소합니다. 이제 최종. 안녕히 가세요. #depressing	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-40524	"축구의 중요성은 때로는 무서운 경우가 있습니다. 당신이 이기지 못하면 당신은 많은 불행한 사람들을 책임지고 있습니다. "- 아르센 벵거 (Arsene Wenger)	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-22136	#sufc 팬이 될 수도 있고 축구가 엉망이 될 수도 있지만 #mufc의 마르코스 로조 (Marcos rojo)는 충격적인 출발을 보였습니다.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-41511	@CrystiCaro 예 동의 - 나는 그것이 가족 구성원이라고 생각하고 그들은	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40210	@rupindxr 내 마음은 실제로 혼란 스러웠다. 나는 너무 혼란 스러웠다.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-41407	내일 휴가에 나가기 위해 포장하고있는 나의 전체의 fam를 만나는 것은 매우 우울하다. 그리고 나는 단지 여기에 머무르고있다 🙃	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41524	@pottermore : 나는 후원자를 찾을 수없고, 웹 사이트가 작동하지 않으며, 질문을 볼 수도 없다. ... # 슬픔 ...	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41479	이 봐, 당신은 아시아 사람?! ' Nah man im hispan ... '아니, 네가 지옥처럼 높다.' 월마트 주차장의 무작위적인 균열. cmon #sober	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40277	@ JlKelly1 @FJ_Berry 나는 당신과 Fi를위한 #teampaella 선물을 가지고 있지만 토요일까지 슬프게도 도착할 것이라고 생각하지 않는다! ;)	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40803	@abra @abra @abra 내 귀에 뭐하는거야? 내 영혼에?! #GoodMusic #melancholy	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40623	@ Vixen85Webster 예 & amp; 나는 하루 종일 pjs에도 머물렀다. x	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40331	@ simslover163 정말 고가 여야 할 것 같아요 ... 저에게는 가족 모두가 폴란드에 머물러있어 정말 그리워요.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-41457	해외에 호스텔에 머물러 본 적이 있습니까? 나의 유일한 참고 구조는 영화 숙소 다. 그리고 우리 모두는 그것이 어떻게 갔는지에 관해 안다.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40897	술 취해라. Sober 편집. \ n 저장하지 마십시오. Wake hungover. \ n # amwriting #sober	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40240	@ MCFCDenver는 맥주를 똑같이 빼고 슬프게도	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40651	부적절한 눈물이 흘렀을 때 : '이 날은 우리 주님 께 거룩합니다. 슬퍼하지 말아라. 여호와의 기쁨이 네 힘 이니라. ' 느헤미야 8:10 NIV #joy	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40560	@LacesUntied_ 음침한 롤 캐치 당신은	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-41063	루니 = 채찍질 소년. #mufc	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-21938	# 2는 그 때 불평했다 그의 머리 및 그 때 당신이 그에게 돌아가고 그의 용서를 요구하는 경우에 신의 자비의 절망하지 않는 불렀다	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41389	_Her 마음은 # 다크 룸, \ nDeveloping #Madness ♨😘	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40656	밴드 멤버들이 원했어. 저에게 연락하십시오 #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40990	압도적 인 슬픔. 이 또한 지나가 리라. #lonley #startingover	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40702	@iJuvia_ \ n \ n 소음이 들리면 Akame은 눈을 떴다. Juvia를 바라 보았다. 그녀는 주위에 누군가를보고 꼼짝하지 않을 것을 전혀 기대하지 않았습니다.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-41402	과거의 슬픔이 당신의 미래를 망치게하지 마십시오.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40583	-이 빨간 여자의 게임에서 폰으로 사용됨] 지금은 아무렇게나하는 것처럼 두려워하지 말고 행동하십시오. 이것은 왕실입니다 - @ TheLadyOfGlenco	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-41180	나는 속일 수 없다.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40441	@BTS_twt 사람들은 그 안에 너무 많은 부정성을 가지고 있지만, 우울한 세상에서 유창한 누군가가 Namjoon	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-21865	제발 ... 제발 부탁 해요»»»# depression # 불안 # 걱정 # 슬픔 # 슬픔 \ nDreams of Joy and My Baby ... #AndisBench에 앉아	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40676	판매 시장 침체로 인해 낙담하지 마십시오. 이렇게하면 비즈니스 모델을 테스트하고 # 장점과 # 점을 정확하게 나타낼 수 있습니다. ' @Ken_Dunn	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40743	행복한 사람과 행복하지 않은 사람의 차이점은 절대적으로 놀라운 것입니다.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40949	#depression으로 살아가는 것은 당신이 \ nevery day의 새로운 날에 의해 패배해야한다는 것을 의미하지 않으며 어제는 오늘의 모습을 결정하지 않습니다 :-)	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40179	비록 연필이 끝날 때까지 절대로 나와 함께 #stayed	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-41200	너무 많은 사람들이 '그래, 무고한 사람들을 쏘는 경찰과 함께하는 일은 슬픈 일이다.하지만 내 뒤뜰에는 그렇지 않다.'#sad #blm	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41262	그래서 물이 섞여 있습니다. \ n 신사와 자유가 있습니다. - 우울한 물은 거짓말을합니다. \ n 무딘 물에서 나오는 광선은 없습니다 .- 포도 나무	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-40448	@ kikibug13 보지 마. 너는 매우 불행 할 뿐이다. \ n \ n (NNGH. 고맙게 여기시는 이메일을 받았습니다.)	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41493	@AshleyCWilson @ MrDavidHobbs @IndyCaronNBCSN 출석이 매우 음침 해 보였기 때문에 TV 보도가 너무 성공적 이었기 때문에 기쁩니다.	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41069	오케이 그래, 나는 다음 사람만큼 그것을 얻는다 - 자전거 블루스 & amp; 바베큐는 실망스럽고 & amp; 화려한!!! 하지만이 사람들은 앞으로 온 모든 곳에서 여행하고 있습니다.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-41450	모든 일과 놀이는 잭을 둔한 소년으로 만듭니다	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-40057	그리고 다시는 더럽고 자기 혐오스러운 태도로 이야기하고	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41078	오늘 당신은 꿈속에서 저를 방문했습니다. 비록 당신이 육체적으로 사라지지는 않았지만 나는 여전히 당신을 애도하고 있습니다.	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40318	잃어버린 물건을 걸러 내고 올바른 것을 만들려고 노력합니다	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40203	@MhChat #mhchat 어린 시절의 경험은 성인 관계를 알려줍니다. 우리는 회상적인 기억을 가지고 있습니다. # 슬픔을 처리하는 능력에 관한 질문이 아닙니다.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40675	@ beIIrkes Es, 23/8 심각한	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40557	@ jodikantor @nytimes 당신이 그들을 위해 지불 할 경우에만 당신과 그들과 그들의 행동에 대한 책임을 질 것입니다. #sober #real #blind	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-21929	나는 누군가가 @CapitalOne을 사용하지 못하도록 내 인생의 사명을 다할 것입니다. 그들은 당신을 장님이 될 것입니다	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-41096	언니 미디어는 8 일과 12 일에 돈 킹 (Don King)이 오바마의지지를 받음으로써 새로운 시민권을 구하려고하는 트 럼프 (Trump)를지지한다고 비난했습니다.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40322	택시를 타는 동안 5am 블루스 : \ n- 내 몸의 나머지 부분이 내 몸의 나머지 부분보다 훨씬 큽니다.하지만 난 그럴 수 없었습니다. \ n 오늘 하루를 잃는 방법	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40759	오늘 밤 - Fulford Arms, York \ nTOMORROW - 은행 탑 선술집, Oldham \ nNEXT SATURDAY- 큰 손, 맨체스터 \ n \ n livemusic #punk #blues #rockandroll	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40591	좋은 일을하는 데 지치지 마십시오. @billclinton @ClintonGlobal # CGI2016 # thankfulmoment @ProjectThankful	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40233	@tgshepherdvan 나는 아직 거기에 없다. 아직 침몰하지 않았다. 쉬어.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-Ko-40566	# 인도의 # \ n # 단백질 \ n # 영양 부족 \ n # feeding 인도 \ n # skilling 인도 \ n #인지 # 탄력 \ n @ Abhijit_Iyer	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-41474	@GrimsToyShow @hunna_chunna 어제 9 월 20 일과 9 월 21 일 어제 사악한 광대로 게임 채널을 해킹했습니다.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-Ko-40421	@DxfyingGrxvity - 오히려 용서 받았고, Elphie에 다시 머무르기 전에 마녀 집을 조사했습니다. '그림 녀석은 없어 졌어.'	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41359	당신이 무언가를 사랑한다면, 그것을 놓으십시오. 그것이 돌아 오면 그것은 당신 것입니다. 그렇지 않다면 절대로하지 않을 것입니다. #sadness #accepting	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41022	이 틀에 박히는 법을 벗어나는 방법에 대한 조언이 필요합니다 !!!! #needmotivation	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-22077	@HartRamsey #UPLIFT 당신이 여전히 낙담한다면 UR은 잘못된 목소리를 듣고 & amp; 잘못된 소스를 찾고 있습니다. 여호와를 바라 보아라.	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-41381	@ImNotInfected - 오히려 그녀를 도울 수있는 사람. 걱정은 녹색 눈을 흐리게 만들었지 만 숲속에서 한 소녀를 혼자 보지 못했고 -	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-41332	@strong_bread 젠장 우리 fukc 나는 오늘 아침 내 안경을 잃어 버렸어 .......	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40643	친절하고 방학을 예약하고 싶습니다. #adventure #serious	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-ko-40531	지금 내 앞에 과거에 너무 상처받은 것을보고 슬픔의 신호가 하나도 아닙니다. 매직 올리. ✨	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-En-40065	그래서 당신이 사랑하는 사람이 당신의 행복을 위해 싸우려고하지 않을 때 당신이 그들을 위해 무엇이든 할 때, 슬프게 빌어 먹을 수 있습니다.	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40294	새로운 잠금 소리는 끔찍합니다.	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40237	@ TalesofanAlfa @David_Milloy \ n 나는 당신의 생각을 좋아하지만 ... 슬프게도 아니오 - 그것은 창고입니다	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-41011	Candace & amp; 그녀의 삐 아웃은 내 가슴에 오른쪽으로 가고있다. #GBBO	슬픔	0 : 어떤 슬픔도 추론 할 수 없다.
2017-En-40016	돼지 폭력으로 인해 다른 흑인이 나타나기 전에 한 흑인의 몸을 슬퍼 할 수 없습니다.	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-Ko-40005	그래서 내가 실패 할 때 ... 실패하고 시도하지 않을 때 나는 아직도 실패한다. # confused and #lost	슬픔	3 : 많은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40340	@theJeremyVine Noel Edmonds는 # GBBO의 미래에 대한 불확실성으로 인해 그가 말하고있는 고양이를 생각해 봅니다. #plot #lost	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-41472	싱크대에있는 전화기를 일찍 떨어 뜨 렸습니다. 소리는 아니지만 다른 것들은 모두 작동합니다. 이어폰을 넣기 전까지는 음악이없는 생활을했습니다.	슬픔	1 : 적은 양의 슬픔을 유추 할 수 있습니다.
2017-ko-40812	@StaceyDavidson_ 당신은 도둑이자 정부의 은퇴 기금 절도를 위해 금융 서비스위원회에서 조사한 자유주의 자입니다. THIEF	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
2017-ko-40999	우울한 상태입니다. 새로운 경제 엔진은 # 지속 가능성입니다. Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy	슬픔	2 : 적당량의 슬픔을 유추 할 수 있음
