ID	Tweet	치수에 영향을 미침	강도 클래스
2017-Ko-11107	@ jonfavs 돈 킹은 블랙 커뮤니티의 정보에 대한 모욕입니다. 이 사람들은 무엇을 생각하고 있습니까?	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-En-11530	@Arsenal Giroud의 수염이 나를 화나게하고 있습니다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-40971	@mandyjohnson 나는 정직하게 될거야. 나는 '주저하지 마라'라는 성가신 주인공이 이번 주에 나가기를 바란다. 셀라시 #FTW	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-10623	@ 제이 비스 비. 글쎄, 아치는 아니야. 범죄는 없지만 그는 다소 오래되었습니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11331	@RadioX @ChrisMoyles 와우. 이것을 영원히 들으 려하지 않았다. 임의이지만. 위대한 #xph	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11147	나와 내가 피치에서 벗어난이 화상은 😢😢 #sting	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11158	ICQ는 단지 나를 화나게하고있다 !!! 😤 #icq #angry	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-11248	화가 나면 패스트리에 좌절감을 털어 내십시오. #GBBO	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10026	. 직선 성직자보다 @ DIVA 매거진. 삼인조를 의미한다고 생각하는 곧장 남자들도 괜찮습니다. #angry #fuming	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11075	Oh daaaaaaamn @ 소피아 부시! #getitgirl #girlpower #anger #rawr #ChicagoPD	분노	0 : 분노는 유추 할 수 없다.
2017-ko-40458	@talkRobyn 오 이런, 나는 이걸 잘보아야한다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10481	그는 그것에 대해 완전히 알고있었습니다. ' 트럼프는 마침내 사위의 기소 / 투옥에 대한 복수를 얻고 크리스티를 버스 아래 던졌습니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11344	@ Dak2future 장식은 저지 전역에 이미 있습니다. #outrage	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11121	우리는 다음 라운드에서 도시를 복수하려고합니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10748	@JOjojosiejay 또는 내 경우에는 성난 암소 양말을 사서 왜 성난 소름 끼치는 암소 lol	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11559	다른 사람들에게 자신의 의견을 강요하지만 누군가가 같은 것을했을 때 불쾌감을 느끼는 사람들에게는 존경심이 없습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11141	모두를위한 팁은 다음과 같습니다. 종료. #offended #quit #youredumb #liveyourownlife	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10919	허영 사이즈가있는 이유는 무엇입니까? 지금 크기 S, XS (가끔은 X XSS)가 너무 큽니다. 친애하는 바보들, 리투아니아는 이것을 필요로하지 않았습니다. #rant #angry	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11548	궁극적으로, # 키이스 스콧은 체포 영장을 넘겨 줄 사람이 아니 었습니다. 그것이 우리가 알고있는 것입니다. 그것은 분노의 원인이되기에 충분합니다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10221	저는 분노한 문제가 있다고 생각합니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10479	닉은 영토라고 말했고 누군가가 내게 너무 가까워지면 으르렁 거릴거야	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11144	@MagicAndFangs '길을 잃어 버려! 나는 너를 내 눈에서보고 싶지 않아! ' 헝가리 huffed 및 화가 멀리 찾고 그녀의 팔을 넘어.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-11243	사실, 때로는 나 자신을 잘못한 사람들에게 분개하지는 않지만, 어리석은 짓을해서 나 자신에게 분노를 느낍니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11339	Frisco, Tx에서 Future Stars 쇼케이스에서 이번 주말에 모든 Fury-Haney 선수들에게 행운을 빈다. #KGB # G-town #fury	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10477	당신이 dreamboys 티켓을 구입했다고 언급하는 것을 잊었을 때 🙄😂 #raging	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10742	이 모든 것은 로라의 손에 타는 담배에서 나온 것이고, 턱의 각도, 입술의 지갑입니다. '(104) 화려한 전환! @laurengrodstein	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10726	그래서 레인저스 v 셀틱 #lregege	분노	0 : 분노는 유추 할 수 없다.
2017-ko-11340	전갈 자리는 상처를 입은 후 조용한 곳으로 철수 할 수 있습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10588	@Daniel_Sankey @ hayleyp79 하하 .... 사실, 애들을 쫓아 낸 후 나는 누구나 그러나 GWS를 위해 막사를 짓고있어!	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11100	@ NJDDanin123 나는 개인적으로 # 무자비한 것을 좋아하지 않았다. 오우 하우스 # 오리지널 # 오레곤 데빌스 인 \ n 퍽이 떨어질 때까지 아무것도하지 않았다. #NJ 데빌 스	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11426	나는 이것이 어떻게 끝날지 알 수있다. \ n 그 모든 비참한 비극 속에서 나는 너에게 내가 보낸 모든 것을 줄 것이다. \ n 그리고 너는 나에게 아무것도주지 않을 것이다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10687	오늘의 #DragRace # AllStars2 에피소드 GAVE ME LIFE! 야만 스 퀸즈! #teamalaska #teamkatya #revenge #bwahaha	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10105	당신은 항상 불평하고 사람들이 왜 당신을보고 싶어하는지 궁금합니다. 너 나 한테 가만있어. Stfuuu !!!!	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-11236	내가 본 모든 미국 경찰 훈련은 인간의 존엄성을 짓밟고 분노를 불러 일으키고 대결을 확대하기 위해 계산 된 것 같습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11036	나는 너를 죽이고 너를 파괴하고 싶다. 네가 죽었 으면하고 플린트를 돌려주고 싶다. #emo #scene #fuck #die #hatered	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10446	@VerizonSupport는 내 아내와 나는 오늘 아이폰을 받고 있었고 둘 다 잃어버린 ETA #thanks	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-11634	@ EmmaHobbs1 내가 그랬어! 3 일 후 내 주문은 나와 동일한 우편 번호에도 포함되지 않습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10196	@CI Monalisa는 자신을 제외하고 누구도 존중하지 않는다고 생각합니다! 나는 그녀가 약간의 깃털을 뒤 틀릴 것 같아요. #TheJail	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-11678	컵에 도시에 또 다른 손실 🙈 😂😂 cmon 연합!	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10973	그래서 나는 그늘지 않고 존경받는 여자 친구 중 한 명은 WGM에 가고 있습니다. 나는 기뻐했지만, 기뻐했습니다. #bitter	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10219	믿을 수없는 시간이 @BarclaysUK에 도달하기까지 10 분이 걸리며 오류가 발생하면 #treatcustomersfairly 전화가 끊깁니다	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11074	@JessicaValenti @nytimes 몰라요 ... 백인 남성이 화를 내면서 주로 펑크는 아니 었나요?	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10705	식사를 건너 뛰는 것은 #disointment와 #를 보여주는 전국적인 방법입니다. #wiz	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10159	@ mdivincenzo9 그는 어리 석다. 나는 그를 싫어한다. #bitter	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11448	@GreatFallVoyagr # 작성자는 그것을 요약합니다! Nicole Congrats! 모든 사람들 # bb18이 이제는 살해자가되었습니다!	분노	0 : 분노는 유추 할 수 없다.
2017-ko-10379	@HebertofNH 성질의 울화를 내기 위해 돈을받은 사람은 언제든지 들어야합니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10248	어떤 사람들에게 진실을 말하면 무슨 일이 일어날 지 궁금합니다 # 방귀 #uhoh #angry	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-40453	싸구려 brodcast	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10797	휴스턴은 내일 또는 자정까지 코치를 잃을지도 모른다. #yikes #offense?	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10457	@simon_penn_r @ AntisocialJW2는 다소 격렬한 GG 급진주의 자로 변했습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10120	@FoxNews @SheriffClarke @FoxNewsInsider이 사람은 우리의 정의 시스템에 대한 모욕입니다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10190	웬트워스의 전체 시즌을 지켜보고 일하는 바보 같은 새끼가 우리를 위해 폐허가되면 😭😭 @ __KirstyGA #oldcunt	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11210	@paulsherard @margarethaynie 와아 나는 방금 얼마나 성 차별 주의자 돼지의 얼마를 깨달았다! 나는 불쾌한 사람에게 정말 유감입니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11157	Howard Webb은 항상 답변을 알고있었습니다. 빨간색은 없습니다. 서튼과 크레이 건은 성난다! 하하하	분노	1 : 낮은 분노가 유추 될 수 있음
2017-ko-40403	@ ticcikasie1 눈살을 찌푸린 그녀는 트레이너가 있었으면 좋겠다고 말하는 'Gardevoir'을 보았습니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11188	빅이 좋아하는 캐주얼 짹짹 중 일부는 나를 괴롭 히고	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-11620	@ Supergold2002 테렌스 (Terence) - 가족과 학교에서 분노한 문제가 많습니다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11409	@ Evan_McMullin 그는 사람들을 나눠주고 서로 대립하는 캠페인을 보냈습니다. 그의 메시지는 '다른'	 분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10953	@EtherealMystic_ 그녀는 자신의 마음 속에서 열세 인이 전쟁에서 승리했다. 욕망과 사랑은 모두 무언가에 빠져 든다.	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10832	@ JaredLeto Jared + #Snap? 💘	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11166	어리석은 시합에 와서 일어난 콜맨 피너, 그게 무슨 일 이니? # 축 늘어지는 #fuming	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11143	마지막으로 필요한 파일을 대학 서버의 드롭 상자에 업로드했습니다. 30 분이 걸리고 많은 분노와 분노가 생겼습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-40317	조카는 내 얼굴에 눈살을 찌푸린다고보고 "너는 아름답다"고 말해 😢💞😩	분노	0 : 분노는 유추 할 수 없다.
2017-ko-10337	사실 언니와 함께 할 때가되면 그녀는 시간의 90 %를 TV로 제어하고 내가 한 가지를 볼 때 그녀는 헐떡 거린다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-10527	@thomeagle 교육, 문화 및 관용을위한 세계 수준의 센터로서의 위상을 유지하고 강화하는 데 도움이됩니다. #outrage	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10141	그 남자가 내 인생에 분노를 가져 오는 Bpharm4 남자 Eish가 있습니다. 어둠이 나를 채우는 모습을 볼 때 @RamatsobaneM은	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-11309	너는 누구와 나를 다른 사람들과 비교할 것인가? 나는 단지 인간이다. #lit #fire	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11173	아니, 젖꼭지가 나에게 불쾌감을주지 않는다. 그러나 여성들이 고의적으로 자신의 몸을 과소 평가하는 것을 슬픈 표정으로 생각합니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10938	내 허슬이 아무도 모욕하지 않기를 바랍니다	분노	0 : 분노는 유추 할 수 없다.
2017-ko-11626	라모스는 그의 머리로 가장 싫어하는 싫어하는 사람들을	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11112	@MegMuphet 나는 너를 불쾌하게 할 뜻이 아니었다. 나는 개인적인 경험으로 말하고 있었다. 아이들이이 수업에 참여하고 이점을 얻습니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-ko-10651	가을의 나머지가 오늘과 같은 무엇이 간다 나의 운, 나는이 계절을 좋아할 예정이다라고 생각한다. #bestdayever #magic #work	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10827	Snapchat 👻 Carlabtst15 #snapchat 	에서 나를 팔로우하십시오. 분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10653	@sippycoups 먹기가 너무 힘들면 마시맬로가 좋고 부드럽고 자극적이지 않은 어딘가에서 읽습니다.	분노	0 : 분노는 유추 할 수 없다.
2017-ko-11640	이 책은 많은 사람들에게 화가 났지만, 화를 내고 화를 내기 위해 여기에 온 것은 아니 었습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-10212	@BTCare에 가입하지 마십시오. 그들은 당신에게 전화를 걸어 당신과 얘기하고 무례합니다. 내 acc willynilly에서 돈을 버는 중!	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-10622	@ SarahMi40605180 @kaileighhxo 버블을 버려서 미안하지만 결코 환상이 없었습니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10067	다시 한 번 내 피드에있는 유일한 것은 모든 것에 격렬한 무언가와 형제에 대한 성 난입니다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11127	@ Gielnorian @ HedonismGaming cmode grimrail이 화난 꿀벌을 먹고 싶어했습니다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10066	우리 엄마가 내 전화를 끊고 너무 화가났다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11533	명성을 쫓지 마라. \ n 다시 보내면 \ n 시작될 때 \ n 너를 체포 \ nWRDSMTH	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11449	내가 필요한 대답을하지 않는 것이 싫어. #tomourssuck #prayinsnotcancer #angry	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11444	@RuPaulsDragRace #allstars \ n #RuPaul 	을 (를)보고 너무 흥분했습니다. 분노	0 : 분노는 유추 할 수 없다.
2017-ko-10001	그래서 내 인디언 우버 (Indian Uber) 운전자는 누군가 N 단어로 불렀습니다. 내가 움직이는 차량에 없다면 나는 #disgusted	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10368	#Hudcomedy #AdamRowe #insult Slutfaces 긴 덩어리	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11142	이 NA 아이들은 끊임없이	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10267	왜 mfs가 너무 씁쓸한가	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-10279	여보세요? 나는 너의 처음 태어났다. 항상 농담을 웃어야한다. #offended	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10319	나는 정말로 분별있는 시간에 잠자리에 들지 않아야한다고 재촉했다. 나는 사람들에게 이야기하고 싶다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11341	@ ThatAnt_ @Football_Pollss 나는 많은 침착 한 빌라 팬들을 만났습니다.	분노	0 : 분노는 유추 할 수 없다.
2017-ko-10632	@ St8edge4life88 에히 글쎄 선인장 대 선인장 패배자 wcw 비치 bash에서 bash에서 경기를 할 수 있습니다	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11085	나는 황금빛 바다를 가지고 있었는데 요전이 무성 해졌고, 그때 나는 기분이 좋았고 아팠다. 20 파운드의 낭비 - 나는 연무가 was 거리다. 나는 너를 그리워한다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10648	당신이 향을 피우면 발신자 Max가 쇼를 가장 먼저 듣는 이유가 궁금합니다. @MSignorile	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11171	너는 분노한 비둘기, 또는 가장 열렬한 쥐처럼 용감하다. 윌리엄 셰익스피어	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11073	흑인 여성 LEO 8은 8 번 총에 맞았고 필라델피아에서 사망했습니다. # 흑인을 싫어하는 사람들은 어디입니까? @BarackObama #Sharpton #blm #TheFive	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-40574	이제 그들은 멍청이들에 대해 무서워합니다. 나는 젖은 손으로 사용하거나 화장실에 언제든지 떨어 뜨릴 수있는 전화에 대해 무릎을 꿇을 것입니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-41459	나는 너의 모든 관심이 필요해! 내가 삐죽 거릴 경우 ..	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-10649	나는 내가 트랙터에 관한 나의 간단한 이야기에서 노래하기 시작할 거라 믿는다. 조금 더 켜십시오.	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10978	@TheRevAl은 왜 '항의'불의가 #bating 및 # 끔찍한 광학의 #burning #toussaintromain이 진정한 리더임을 요구하는지 알려주십시오!	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11098	당신은 항의의 정의를 찾아야합니다. 당신이하는 일은 파업이라고하는 항의가 아닙니다. #stop	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10997	지루한 시간 떠나기 Kik / Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #country #countrygirl	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-10147	당신이 떠난지 이틀 후에 우편에 도착하는 양식을 받기 위해 700 마일을 여행 할 때 느끼는 느낌. #fume	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11348	@ RiveraJose39 내 종자에 생일 축하해! ️! ️! ️ # 새 valval # y d # be # be # be # den # # #tater	분노	0 : 분노는 유추 할 수 없다.
2017-ko-11237	@strangerpeace 우리는 다음에 만날 행사를 가질 것입니다. 그것은 무언가를 태우고, 아마도 술을 마시거나 카페인을 포함 할 것입니다.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-ko-11204	@douglas_nat @ one11north 오늘 그것을 필요로합니다! 내가 얼마나 많은 fuckin 프랑스어 끈을 내가 스트로피 9 예멘 아랍 공화국이 아침에해야만했는지 알 수 있습니까?	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-11229	28 세의 남자가 가르다에서 끓는 물을 끓인 냄비를 던졌다. 그런 다음 브러시의 샤프트로 갈다를 치십시오 ... Letterkenny District Court.	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-11116	JV 여자들은 오늘 W와 Stonington을 2-1로 벌어들입니다. K Waite와 S Winakor의 목표. @ DeluciaAlexis 1 지원. @mhseccathletics	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11274	@bt_uk 브로드밴드는 지금 가입하는 것을 후회하고 있습니다. #vanggin@gmail.com까지	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10079	도대체 점심도 먹고 저녁도 돈도없고, #hangry # day5	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-10551	@hoytschile 격노로드!	분노	1 : 낮은 분노가 유추 될 수 있음
2017-Ko-10775	나는 다음 madden도 이야기 모드를 가지고 있기를 바랍니다. Fifa 17처럼	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11571	나도 목적을두고 왜 나쁘게 만들지?	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11199	찬사를 받으러 Dm을 😜💦니다. #napme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow	분노	0 : 분노는 유추 할 수 없다.
2017-ko-10670	@ stoozyboy1 @ chris_sutton73 😂😂 좀비 분노 😂	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11424	K 서클은 나에게 죽었다. 나는 당신의 새로운 slushie 기계가 싫다. #livid	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-11633	@ EmmaHobbs1 내가 그랬어! 3 일 후에 내 주문은 내게 #fuming	같은 우편 번호조차되지 않습니다. 분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11441	@SouthernRailUK는 Streatham Cmn에서 Clap Junc & amp; 지금 기차는 9 분 여행을 위해 20의 최소 한도를졌다. 독서 #fuming에 2 열차를 놓친	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-11136	우리는 2 명의 거짓말 쟁이들에 대해 화가났습니다. (배우) 미국에서 가장 쓸모없는 사람들 100 X를 더 열심히 일하는 우리는 어디 있습니까? @FoxNews	분노	3 : 높은 분노가 유추 될 수 있음
2017-ko-31557	당신이 .. #angry & gt; _ & lt; .... 그리고 # 빠져있을 때 #promis를 만들지 마십시오 :) : *	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-11032	나는 그것이 큰 문제라고 그녀가 생각한다고 거의 불쾌하게 느낀다. 그녀는 내가 문자 그대로 그녀 또는 카이를 위해 무엇이든 할 것이라는 것을 알고 있습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-Ko-10839	내 인생의 모든 배고픈 사람들에게 감사드립니다! 배고픈 배고파, 변화, 성장, 도움 등 - 아무도 잘 모르겠다! #relentless	분노	0 : 분노는 유추 할 수 없다.
2017-Ko-11303	@UN_Women @JustinTrudeau @CanadianPM 트루도는 분노의 문화에 다시 한번 중점을 둡니다. 설교는 광고 호미 닌을 발행하지만 결코 그들을 습격하지 않습니다.	분노	2 : 중간 정도의 분노가 유추 될 수 있음
2017-ko-10203	흑인 범죄에 대해 흑인에 대한 분노가없는 이유를 알기를 바랍니다. 아무도 그 희생자를 알지 못하지만 BLM은 미디어를 기반으로 경찰을 죽일 것입니다.	분노	3 : 높은 분노가 유추 될 수 있음
2017-Ko-10435	나는 더 이상 감탄하지 못한다. # 감탄사 # 샤를로트 # 탐보온 # 산드라 블란드 # 필란도 # 퍼거슨 # 바톤 루지 # 마이클 브론	분노	2 : 중간 정도의 분노가 유추 될 수 있음
