ID	Tweet	치수에 영향을 미침	강도 클래스
2017-ko-31258	모두 저녁. #RobinHoodHourHourHourHourHourHourHourHourHourHourHourHourHourHourHourHourHourHourHourHourHourHour 	을 잊지 마세요. \ n \ n # bizitalk #bizhour #southyorkshire #MansfieldHour #chirp #sheffieldHour # 기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-Ko-31188	개정판의 마지막 부분 ... 새로운 방향으로 사랑하는이 이야기를 듣는 것은 나를 기분 전환시키는 것입니다. #endlesspossibilities #amwriting	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30706	미라나는 내가 노래를 부를 때 입을 다물라고 말했다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31108	#happiness #recipe : 열린 마음, #laughter, kind #heart & amp;	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31380	🔥💁🏼 - 당신과 함께 수업을하는 불빛 !!! 너 같은 위대한 사람과 치어 리더!	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30353	이 놀라운 live.ly 방송을 @jaredhorgan # musically	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30063	@ 퍼핏 아,하지만 일단 일하게되면 기뻐했습니다. LOL 덕분에 지금은 할 수 있습니다.	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-Ko-31187	캠 샤프트 기분 전환과 관련된 기능 : CQHshJSI	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-Ko-30580	@AllredMD @KerryCallen @thismanthispete 멋진 애니메이션 패널의 Kirby 's Black Panther.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30227	웨스트 뱅크에서 2014 @ Bellawines #sparkling #gamaynoir 반 병을 터뜨렸습니다. 안녕하세요, 여러분! \ n # bcwinechat	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30095	@Myahrissavietta 나는 이제 기분이 좋다.	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30723	@mark_slifer 실제로 우리는 죽기로되어 있었고 기부금은 우리의 생명을 구 했나요 ??	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31277	나는 춤과 음악을 원한다 !!!! (그러나 모두는 침대에있다) 이것은 빤다! 모두들 일어나! 😯 # 하이퍼 렛 # 댄스 춤 # 라이트 썸네일 👌	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30752	@CazuaL_WeaR @ScottInSC는 나에게 총처럼 보이는 책처럼 보입니다. #itsagunalright	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31207	@alicereidy 더 진한 이탈리아 남자의 나 자신	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30965	노래의 끝 부분에있는 작은 스니퍼가 매번 나를 알아 듣는다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31403	가장 위안 & amp; 기뻐하는 장소가 될 수 있지만, 나는 나를 위해 최선의 일을하고 기꺼이 열정을 가진 회사를 찾고 있습니다.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-En-31228	@LBC_Charlotte은 방금 큰 벽에서 당신을 보았습니다 # 무례한 😆	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31498	@ 에린 앤드류스 나는 DWTS에 ❤️you 당신은 내 밤마다 모든 쇼를 만든다! 😘 # 회 / nbsp; 기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30279	이 놀라운 live.ly 방송은 @maisiev # musically	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30827	나는 내 가족을 너무 좋아한다 #lucky # 감사 #smartassfamily #love	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30991	@ditzkoff @jpodhoretz 유머에 발음하는 jpod의 우스꽝 스러움을 얻을 수있는 은유가 세상에 없습니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31272	@MaureenKamash는 좋은 질문입니다. 나는 정말로 모른다. 나는 낙천주의를 천천히 잃고있다	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31535	어떤 결정을 내리 든간에 그것이 당신을 행복하게 만듭니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30781	아프가니스탄과 이라크에 주둔하고있는 영국군에 의한 혐의에 대한 조사와 현저한 포스트 Brexit 경제를 암시하는 자료가 1면을 차지합니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-Ko-30069	당신의 하루를 # 평화로 가득 채워 주실 수 있습니다. # 딸. #Success #Jummah Mubarak😇, 좋은 아침 ☕ @WaseemBadami 	로 가득 찬 아주 좋은 하루 되세요. 기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30621	Pinterest 하나의 디저트 ... 다음 일은 27 가지 시각적으로 즐거운 입 급수를 만드는 방법을 결코 간과하지 않는 방법을 알고 있습니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31398	@BarberCeleste insta와 사랑에 빠졌습니다 !!! ... #hilarious	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30030	GunnySmith93 (@ Stephen21Smith) : \ n \ n 오늘처럼 살아서 기쁩니다. #blessed #rejoice	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31141	Pakis는 Sharif의 연설을 기쁘게 생각합니다. 얼마나 많은 사람들이 그가 말한 것을 정말로 이해했는지 궁금합니다 !!!! \ n 그들은 매우 흥분하고 행복합니다	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30446	@ FullTimeDEVILS 멤피스가 밝게 보입니다. Rojo는 Rojo처럼 보입니다.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30120	@clonmacart 나는 기쁨과 함께 빛나고있다.	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30443	무언가가 당신을 흥분하게하고, 두려워하게하고, 흥분하게하고, 신경질적이고, 기분을 상하게하고 & amp; 너는 한 번에 배짱이 차서 걷는 것처럼. 그 단어가 필요합니다	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31449	cross-fit houston-la homefolks : spy 소유권 체제 : AJaFUE	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30589	@elena_yip 당신을위한 나의 임의 추측! 잠재적 인 Amelie, 30 Rock의 Kenneth (하지만 TV 대신 YA) & amp; 어쩌면 라라 진의 낙관주의와 승부가 될까요?	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30104	잔디 위에 젊은 여우가있어 장난스럽고 조금 뻗어서 🙈 정도로 귀여운 🐺	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30863	@HunterDean_ [그는 기쁜듯한 끽끽 거리며 당신을 감싸줍니다] 내 모든 것!	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31215	행복은 모든 사람을 기쁘게하는 삶이 아닌 선택입니다 # ALDUB62Weeksary	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30275	나는 연기가 자욱한 웃음의 구름이 당신에 대해 더 많이 수영하기를 원합니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31206	마른 것보다 더 젖은 것이 낫습니다 .- 팁 Val에 감사드립니다. 첫 번째 #GBBO 주간의 진심 어린 승무원	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-Ko-30715	오늘 너무 바람이 빠릅니다. 하루 종일 보냈던 것처럼 맨발로 학교 밤에 돌아갈 수 없습니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31255	@OccasionalGod는 호러가 인기있는 이유가 아닌가? 불편 함에서 오는 기분 전환은 즐겁습니다. The Green Room : D	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-Ko-30786	인생은 서로를 기쁘게하는 것에 대해 싫어합니다. 😕 \ n \ n # 지옥 #와 함께 #	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31372	#Taurus 암컷은 아름답고, 달빛에 빛나는 반짝이는 보석입니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31407	의심 할 여지없이 ... #smiling ... 최고 #medicine 😊😊😊	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31242	@ jay_roseee하지만 그 새로운 시원한 & amp; 경운기 🔥🔥🔥🔥🔥	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30565	@SoCalValerie 이것은 사과가 이슬람교도를 행복하게하려고 시도한 것이 었습니다 🕋	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30982	나는 끊임없이 부러움을 부러워하며 비가 오는 날을 향한 당신의 밝은 미소를 지으며, 당신의 긍정적 인 태도는 당신이 계속 마스터 한 예술입니다.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31382	유엔 병을 사용하면 내 마음이 실제로 웃음에서 붕괴 될까 봐 걱정됩니다.	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-Ko-30745	이른 아침의 쾌활함은 극도로 불쾌 할 수 있습니다. # ALDUB62Wowksary	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30865	우리가 기분 좋게 기꺼이 받아들이면 모든 사람은 축복을 받는다. »Maya Angelou	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30687	@SXMUrbanView @ karenhunter @CousinSyl 당신은 이것에 대해 너무 틀 렸습니다! 그 녹음 후에 필요한 경도	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-Ko-30769	@govph 나는 국가 운영에 대한 대통령의 낙관적 전망에 대해 알고 싶다. 나는 그가 나의 호기심에 대답 할 수 있는지 궁금해.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31441	NY Phil 웹 캐스트보기. 누락 된 뭔가. 한 번 Bway에서 본 Journey 's End의 나에게 떠들썩한 분위기를 연상케합니다. 거슨 (Gershwin) 일 수도 있습니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30818	여기에 회사와 생기가 없어서 지루해합니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-En-30000	Burslem에서 @GaryDelaney를 보지 못했습니다. 놀랄 만한!! 얼굴은 여전히 ​​웃음이 너무 상처를줍니다. #hilarious	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31545	KX4에서 POV로 전화를하는 사람들이 내 밤을 만듭니다. #hilarious	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30254	Rojo는 들썩 들썩합니다	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30208	아이콘은 pochama입니다. \ n 그는 매우 귀엽고 쉽게 상냥합니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31588	글쎄 그 무승부가 활발합니다! #EFLCup	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30459	#Followback Quote_Soup : 모든 것이 좋기 때문에가 아니라 모든면에서 좋은면을 볼 수 있기 때문에 행복하게 행동하십시오. #optimism	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31338	@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo 빌어 먹을 ... 마지막에 '유명인'초안은 고전적이었습니다. #hilarious	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31213	@ SquishyJiminie 모두 고마워요 !! 나는 오늘 기분이 훨씬 나아졌으며 당신의 메시지도 나를 응원합니다. ☺️	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30337	@globemartyk 'drunken patroons'는이 모든 상황을 훨씬 더 고귀하게 만듭니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30768	Shanghais 수석 산만 평온 팜파스 - 적절한 dingle 이동 거리 : uUDQujcia	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31302	IDC는 2020 년까지는 클라우드라는 용어가 더 이상 사용되지 않을 것이라고 예측합니다. '\ n \ nIT 관리자와 관리자는 어디에서나 기뻐할 것입니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30771	@ __Dayo yall은 기분이 좋지 않습니다. .. 기뻐하고 있습니다 ... itnis는 ... 항상 6 번째 문자열 DB를 가지고있을 때도 #ColtsNation입니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30896	1 분 밖에 나가서 신선한 공기를 마시는 것이 좋습니다. 하루 종일 혼자 머무르기가 어렵습니다. #breezy	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31233	오늘의 가장 중요한 부분 인 예수님은 당신의 포옹에 안주하고 ... 당신의 품안에 안주하고 당신이 나를 사랑한다는 것을 알고 있습니다 ... 💙 #sweetEmbrace #delight	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31486	제레미 목사의 집에서 친목 경기 #food # laughter #praise #gospel # coffey1617	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31594	@ lakeline 나는 여전히 당신을 기쁘게합니다.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-Ko-30749	f 미풍	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30169	@NBCChicagoPD와 @NBCChicagoMed 수상을 위해 새로운 장소에 케이블을 연결하는 것은 하나님이 내게 미소 지은 것과 같습니다. #OneChicago	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30280	@AJStylesOrg 나는 그들이 당신에게 자아 공상 과학가가 있다는 것을 알고 있지만, 나는 당신이 나 자신과 같은 독실한 기독교인이라는 말을 듣고 너무 기뻤습니다. 여성 교도소	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30666	@lennyabrahamson #HeroTheGreyhound 사본을 보내 주시겠습니까? 전자 책 또는 실제 종이 중 하나! 소년과 그레이하운드 #smiles #tears	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30682	@ buzzlightbeard2 자신을 사랑하지 않으면 ... 정직이 최선의 방책입니다	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31263	좋아요, BSNL에 아직 희망이있는 것 같습니다. \ n 자, BB 속도는 괜찮습니다. \ n 그러나 🙂 전에는 다시는 사라지지 않도록 감사하고 기뻐하지 않을 것입니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31059	짹짹 짹짹 짹짹 짹짹 chirp 패자	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-En-30370	이 놀라운 live.ly 방송을 @ haythatjamile8 # musically	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-Ko-30495	쾌활함이나 좋은 성질은 소비가 많을수록 남아 있습니다. Ralph Waldo Emerson	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30351	@kaylaaa_sartorious #musically 	로이 놀라운 live.ly 방송을 시청하십시오. 기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30548	@EtherealMystic_ - 그가 통제 할 수없는 것처럼 느껴졌습니다. 그리고 여기 그녀는 자기 자신을 너무 많이주고, 사심없이 그를 기쁘게했습니다. 그의 신음 소리는 -	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31221	브레넌 요리사와 미풍은 다시 함께해야합니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31011	Oii oiii, @ 루이스 톰린 슨 !! \ n 항상 나를 웃게 해 주셔서 감사합니다! 내 생일은 16 일 후입니다. me 나를 선물로 따라 오는 마음? 🎁 X225,884	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31598	WHU는 Chelsea 게임이 돌아올 때까지 무료로 오래 사용할 수 있습니까? 😂 😂 😂 \ n 적어도 AFC 	라고 말하면 활기찬 것입니다. 기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31581	#EalingComedies에서 @ Richardegrant의 멋진 새 시리즈를 따라 잡았습니다. 모든 인터뷰와 필름 클립에서 전염병 기쁨.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-Ko-31114	#SIGUEMEYTESIGO # 해피 #snapchat Manuellynch99 #venezuela	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30521	@ delon03 적어도 지나서 걸어서 웃음 소리로 나눌 수 있습니까?	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31597	탈수, 지쳐, 스트레스를 받았지만 여전히 축복. #optimism	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30218	왜 나는 방금 이번 주에 기쁨을보기 시작했습니다. 나는 이제 중독되었습니다. #glee #GLEEK	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31301	@ Coffeeking12 @jsavite 나는 조금 경량 주입했다! 콜라 / 강간 트윗을 트윗 한 사람은 분명히 바보입니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31444	노래를 좋아하지만 주간 합창단을위한 시간이 없다면 내일 #theartworksuk의 #KWOIR에 오십시오! #Choir #musiclondon	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-Ko-30519	불행한 23 세, 즐겁고 희망찬 승부	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30238	Geo 만 나를 위로 할 수 있습니다 .❤️❤️❤️	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30957	@ paraplyene @soupper 방금 읽었을 때 너무 재밌었습니다. ?? !!!! 나에게 빛과 쾌활함, 나는 옳았다. 그것은 나를위한 이중 공동이다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-En-30330	@lawson__lynch 내 오른쪽 여자 거시기를 기쁘게	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30249	Rojo는 그렇게 재밌다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30732	Val은 내 마음에 드네요.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31344	한 남자가 잘 살고, 오래 기꺼이 그 뒤에 많은 즐거운 미망인을 남길 수 있습니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-En-30032	LOVE LOVE LOVE #fun #relaxationiskey	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30284	@flydudern #musically 	에 의해이 놀라운 live.ly 방송을 시청하십시오. 기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30667	@CNBCFastMoney Harwood는이 새로운 번호로 기쁜 표정으로이보고에 돈을 걸었습니다 ... 잃어 버릴 것 같습니다 ... @ HillaryClinton liarthiefscoundrel	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31377	@howcaniapply @radioscarboro 많은 기쁨을 선사합니다!	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30122	시원하고 시원한 가을의 무언가에 관한 무엇인가 .. 😍🍂🌾🍁	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30382	youtube에 약간 희극 시도에 대하여 생각. 항상 좋아했습니다. 너트 업 시간이야. #comedy #maybeoneday # 희망찬 #LOL	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30377	- 경솔한 과장된 표정을 비웃는 즐거운 행사. Bruce는 전체 장면을 비웃었습니다. 이것은 배트맨이 아니 었습니다.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30089	좋은 아침, 트론헤임! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30810	@MaxVenator 우리는 외교 정책을 가지고 있지 않지만 존 케리 (John Kerry) 국무 장관이 자신의 악마와 포즈를 취하고 푸른 색의 스카프를 입을 수 있다고 생각했다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30952	천사의 기쁨은 내 모든 것입니다	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30880	메탈은 당신을 젊게 유지하고 spry하고 머리를 고급스럽게 유지합니다. \ n \ nYES \ n \ n 나에게 위로 & 듣기	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30273	아바타를보고 ​​왜 이렇게 오래 걸려서 기쁜 힙에 붕괴되는 지 궁금합니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-31239	@_BlueCouture 사람들이 선택의 단어를 사용하는지 여부에 관계없이 인종주의가 인종 차별이라는 것을 깨닫지 못하는 당신의 우스꽝스러운 점은 재미 있습니다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31577	부정적인 것을 찾으려고 노력하십시오. 부정적인 결과가 좋을 수도 있습니다. \ n # 불안 완화 # 개장 된	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30305	이스라엘 국가에 대한 회복 약속 ... 어디서나 당신이 축복을 보았습니다. ".. 헛소리 / 와인 오버플로. 모두 아름답다. #do_u_see	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30907	#GBBO가 나를 응원 할 수 있습니다. ☺️	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-Ko-30436	회개하고 그리스도를 신뢰하는 것입니다. 그것은 가볍고 고통 스럽지만 즐겁고 평화 롭고 영광 스럽습니다. (2/2)	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31093	@BjerkeDanielle @ FunnySayings lol 그건 재미있어.	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30942	@IreneEstry는 당신을 만나기를 기다릴 수 없습니다. 훈훈이 # 험담 # 딸애	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-30995	내 전화기에 shabazz의 이름이 'easy breezy beautiful'& amp; 나는 사과하지 않을 것이다.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30935	#blackish에는 항상 #rollin 	이 있습니다. 기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30917	@DDogsScout '오!' 빅 보스 (Big Boss)는 거의 기분이 상쾌합니다. 내 가장 친한 친구가 된 사람이 우연히 만난다. '	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31592	@ xmaseveevil1. #MSM은 오랫동안						 이제 그녀의 죽음은 비밀입니다. Hawkings처럼	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31327	Montalvo w / @ jaxster3 - #mirth, 암캐를 가져 오십시오! \ nd (-_-) b \ n @ Nick_Offerman \ n @ MeganOMullally \ n # SummerOf69Tour2016	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31352	@ Irenelove83 우리가 할 수있는 것들을 heres하고, Brock과 Sable에게 team mr과 AWOL을 태그하고 glee와 함께 시계를	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31612	짹짹 울고있는 짹짹이	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-31044	하지만 삼촌은 돈을 벌고있다. #UncleBuck	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30248	오래된 'to do '.doc 파일을 열고 수행 한 모든 작업을 검사 할 수있는 뭔가가 있습니다.	기쁨	2 : 적당량의 기쁨을 유추 할 수 있음
2017-ko-30683	망각 스코어 듣기, 커피 마시기, 새로운 공상 과학 애니메이션 프로젝트 연구하기.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-Ko-30520	@ 88Palouseriver @ABC @NRA 일부 바보가 유전 풀에서 빠져 나올 때마다 기뻐합니다.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30016	그러나 @WyoWiseGuy @ LivingVertical, REI는 나에게 일을 제공했다. 기하 급수적으로 기가 막히는 기분이 얼마나 기분인지 믿을 수 없어 ... !!!	기쁨	3 : 높은 기쁨을 유추 할 수 있음
2017-ko-31150	오늘 연필을 날카롭게하고 1999 년 이후로 예리하게 연마하지 않았습니다. ✏ ️ ️	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-30605	Athenian : 기분이 오늘의 순서 일 때, 그는 가장 큰 수에 가장 많은 기쁨을주는 대부분의 사람들에게 존경을 받아야합니다 (Laws)	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30994	@WHUFC_HUB @ westhamtransfer @ TheHammers_ 나는이 시점에서 낙관 할 이유가 없다. 그냥 나쁜 공연 함께 문자열.	기쁨	0 : 아무 기쁨도 추측 할 수 없다.
2017-ko-30348	@swagrman_fan #musically 	로이 놀라운 live.ly 방송을 시청하십시오. 기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31021	이번주의 @ bestshow4life는 22 분에 시작하여 곧장 패러다임을 바꿔 놓았습니다.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-ko-31101	세상에는 더 많은 웃음과 더 많은 사랑과 더 많은 것을 필요로합니다. - RM 드레이크.	기쁨	1 : 낮은 기쁨을 유추 할 수 있음
2017-Ko-31433	#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. 그냥 피자에 대해 놀리는거야. 모든면에서 열심히 일해서 피팅 라이프를 즐기십시오!	기쁨	3 : 높은 기쁨을 유추 할 수 있음
